virtual_time,x,y,action,channel,result
0.0,0.0,0.0,enter,,
5.0,0.0,0.0,measure,1,no_signal
11.0,0.0,0.0,measure,2,no_signal
17.0,0.0,0.0,measure,3,no_signal
23.0,0.0,0.0,measure,4,direction
29.0,0.0,0.0,measure,5,no_signal
35.0,0.0,0.0,measure,6,no_signal
41.0,0.0,0.0,measure,7,no_signal
47.0,0.0,0.0,measure,8,no_signal
53.0,0.0,0.0,measure,9,direction
59.0,0.0,0.0,measure,10,no_signal
65.0,0.0,0.0,measure,11,no_signal
71.0,0.0,0.0,measure,12,direction
77.0,0.0,0.0,measure,13,no_signal
83.0,0.0,0.0,measure,14,no_signal
89.0,0.0,0.0,measure,15,no_signal
95.0,0.0,0.0,measure,16,no_signal
101.0,0.0,0.0,measure,17,no_signal
107.0,0.0,0.0,measure,18,no_signal
113.0,0.0,0.0,measure,19,direction
119.0,0.0,0.0,measure,20,no_signal
364.0,1200.0,0.0,measure,20,no_signal
370.0,1200.0,0.0,measure,1,no_signal
376.0,1200.0,0.0,measure,2,no_signal
382.0,1200.0,0.0,measure,3,no_signal
388.0,1200.0,0.0,measure,5,no_signal
394.0,1200.0,0.0,measure,6,no_signal
400.0,1200.0,0.0,measure,7,no_signal
406.0,1200.0,0.0,measure,8,no_signal
412.0,1200.0,0.0,measure,10,no_signal
418.0,1200.0,0.0,measure,11,no_signal
424.0,1200.0,0.0,measure,13,no_signal
430.0,1200.0,0.0,measure,14,no_signal
436.0,1200.0,0.0,measure,15,no_signal
442.0,1200.0,0.0,measure,16,no_signal
448.0,1200.0,0.0,measure,17,no_signal
454.0,1200.0,0.0,measure,18,direction
700.0,600.0000000000001,1039.2304845413264,measure,1,direction
706.0,600.0000000000001,1039.2304845413264,measure,2,no_signal
712.0,600.0000000000001,1039.2304845413264,measure,3,no_signal
718.0,600.0000000000001,1039.2304845413264,measure,5,no_signal
724.0,600.0000000000001,1039.2304845413264,measure,6,no_signal
730.0,600.0000000000001,1039.2304845413264,measure,7,direction
736.0,600.0000000000001,1039.2304845413264,measure,8,no_signal
742.0,600.0000000000001,1039.2304845413264,measure,10,no_signal
748.0,600.0000000000001,1039.2304845413264,measure,11,no_signal
754.0,600.0000000000001,1039.2304845413264,measure,13,no_signal
760.0,600.0000000000001,1039.2304845413264,measure,14,no_signal
766.0,600.0000000000001,1039.2304845413264,measure,15,no_signal
772.0,600.0000000000001,1039.2304845413264,measure,16,no_signal
778.0,600.0000000000001,1039.2304845413264,measure,17,no_signal
784.0,600.0000000000001,1039.2304845413264,measure,20,no_signal
1029.0,-599.9999999999998,1039.2304845413264,measure,20,no_signal
1035.0,-599.9999999999998,1039.2304845413264,measure,2,no_signal
1041.0,-599.9999999999998,1039.2304845413264,measure,3,no_signal
1047.0,-599.9999999999998,1039.2304845413264,measure,5,no_signal
1053.0,-599.9999999999998,1039.2304845413264,measure,6,no_signal
1059.0,-599.9999999999998,1039.2304845413264,measure,8,no_signal
1065.0,-599.9999999999998,1039.2304845413264,measure,10,no_signal
1071.0,-599.9999999999998,1039.2304845413264,measure,11,direction
1077.0,-599.9999999999998,1039.2304845413264,measure,13,no_signal
1083.0,-599.9999999999998,1039.2304845413264,measure,14,no_signal
1089.0,-599.9999999999998,1039.2304845413264,measure,15,direction
1095.0,-599.9999999999998,1039.2304845413264,measure,16,no_signal
1101.0,-599.9999999999998,1039.2304845413264,measure,17,no_signal
1346.0,-1200.0,1.4695761589768238e-13,measure,17,no_signal
1352.0,-1200.0,1.4695761589768238e-13,measure,2,no_signal
1358.0,-1200.0,1.4695761589768238e-13,measure,3,no_signal
1364.0,-1200.0,1.4695761589768238e-13,measure,5,no_signal
1370.0,-1200.0,1.4695761589768238e-13,measure,6,no_signal
1376.0,-1200.0,1.4695761589768238e-13,measure,8,no_signal
1382.0,-1200.0,1.4695761589768238e-13,measure,10,no_signal
1388.0,-1200.0,1.4695761589768238e-13,measure,13,no_signal
1394.0,-1200.0,1.4695761589768238e-13,measure,14,no_signal
1400.0,-1200.0,1.4695761589768238e-13,measure,16,no_signal
1406.0,-1200.0,1.4695761589768238e-13,measure,20,no_signal
1651.0,-600.0000000000006,-1039.2304845413262,measure,20,no_signal
1657.0,-600.0000000000006,-1039.2304845413262,measure,2,no_signal
1663.0,-600.0000000000006,-1039.2304845413262,measure,3,no_signal
1669.0,-600.0000000000006,-1039.2304845413262,measure,5,no_signal
1675.0,-600.0000000000006,-1039.2304845413262,measure,6,no_signal
1681.0,-600.0000000000006,-1039.2304845413262,measure,8,no_signal
1687.0,-600.0000000000006,-1039.2304845413262,measure,10,direction
1693.0,-600.0000000000006,-1039.2304845413262,measure,13,no_signal
1699.0,-600.0000000000006,-1039.2304845413262,measure,14,no_signal
1705.0,-600.0000000000006,-1039.2304845413262,measure,16,no_signal
1711.0,-600.0000000000006,-1039.2304845413262,measure,17,no_signal
1956.0000000000002,600.0000000000001,-1039.2304845413264,measure,17,no_signal
1962.0000000000002,600.0000000000001,-1039.2304845413264,measure,2,no_signal
1968.0000000000002,600.0000000000001,-1039.2304845413264,measure,3,no_signal
1974.0000000000002,600.0000000000001,-1039.2304845413264,measure,5,no_signal
1980.0000000000002,600.0000000000001,-1039.2304845413264,measure,6,no_signal
1986.0000000000002,600.0000000000001,-1039.2304845413264,measure,8,no_signal
1992.0000000000002,600.0000000000001,-1039.2304845413264,measure,13,no_signal
1998.0000000000002,600.0000000000001,-1039.2304845413264,measure,14,no_signal
2004.0000000000002,600.0000000000001,-1039.2304845413264,measure,16,no_signal
2010.0000000000002,600.0000000000001,-1039.2304845413264,measure,20,no_signal
2016.0000000000002,600.0000000000001,-1039.2304845413264,measure,9,no_signal
2022.0000000000002,600.0000000000001,-1039.2304845413264,measure,4,no_signal
2028.0000000000002,600.0000000000001,-1039.2304845413264,measure,10,no_signal
2034.0000000000002,600.0000000000001,-1039.2304845413264,measure,12,no_signal
