sequence,path,x,y,channel,result,movement_s,switch_s,operation_s,virtual_before_s,virtual_after_s
1,/enter,,,,success,0.0,0.0,0.0,0.0,0.0
2,/measure,0.0,0.0,1,no_signal,0.0,0.0,5.0,0.0,5.0
3,/measure,0.0,0.0,2,no_signal,0.0,1.0,5.0,5.0,11.0
4,/measure,0.0,0.0,3,direction,0.0,1.0,5.0,11.0,17.0
5,/measure,0.0,0.0,4,no_signal,0.0,1.0,5.0,17.0,23.0
6,/measure,0.0,0.0,5,direction,0.0,1.0,5.0,23.0,29.0
7,/measure,0.0,0.0,6,no_signal,0.0,1.0,5.0,29.0,35.0
8,/measure,0.0,0.0,7,no_signal,0.0,1.0,5.0,35.0,41.0
9,/measure,0.0,0.0,8,direction,0.0,1.0,5.0,41.0,47.0
10,/measure,0.0,0.0,9,no_signal,0.0,1.0,5.0,47.0,53.0
11,/measure,0.0,0.0,10,no_signal,0.0,1.0,5.0,53.0,59.0
12,/measure,0.0,0.0,11,no_signal,0.0,1.0,5.0,59.0,65.0
13,/measure,0.0,0.0,12,direction,0.0,1.0,5.0,65.0,71.0
14,/measure,0.0,0.0,13,direction,0.0,1.0,5.0,71.0,77.0
15,/measure,0.0,0.0,14,direction,0.0,1.0,5.0,77.0,83.0
16,/measure,0.0,0.0,15,no_signal,0.0,1.0,5.0,83.0,89.0
17,/measure,0.0,0.0,16,direction,0.0,1.0,5.0,89.0,95.0
18,/measure,0.0,0.0,17,no_signal,0.0,1.0,5.0,95.0,101.0
19,/measure,0.0,0.0,18,direction,0.0,1.0,5.0,101.0,107.0
20,/measure,0.0,0.0,19,no_signal,0.0,1.0,5.0,107.0,113.0
21,/measure,0.0,0.0,20,direction,0.0,1.0,5.0,113.0,119.0
22,/measure,-4.5924254968025744e-14,-250.0,3,direction,50.0,1.0,5.0,119.0,175.0
23,/measure,-4.5924254968025744e-14,-250.0,5,direction,0.0,1.0,5.0,175.0,181.0
24,/measure,-4.5924254968025744e-14,-250.0,8,direction,0.0,1.0,5.0,181.0,187.0
25,/measure,-4.5924254968025744e-14,-250.0,12,direction,0.0,1.0,5.0,187.0,193.0
26,/measure,-4.5924254968025744e-14,-250.0,13,direction,0.0,1.0,5.0,193.0,199.0
27,/measure,-4.5924254968025744e-14,-250.0,14,direction,0.0,1.0,5.0,199.0,205.0
28,/measure,-4.5924254968025744e-14,-250.0,16,direction,0.0,1.0,5.0,205.0,211.0
29,/measure,-4.5924254968025744e-14,-250.0,18,direction,0.0,1.0,5.0,211.0,217.0
30,/measure,-4.5924254968025744e-14,-250.0,20,direction,0.0,1.0,5.0,217.0,223.0
31,/measure,-481.46847131145967,-396.9266690320763,3,direction,100.6775714724695,1.0,5.0,223.0,329.6775714724695
32,/clear,-498.47909312540776,-402.8121380450662,3,no_target_in_range,3.6000000000001733,0.0,3.0,329.6775714724695,336.2775714724697
33,/measure,-498.47909312540776,-402.8121380450662,8,direction,0.0,1.0,5.0,336.2775714724697,342.2775714724697
34,/measure,-498.47909312540776,-402.8121380450662,13,direction,0.0,1.0,5.0,342.2775714724697,348.2775714724697
35,/measure,-498.47909312540776,-402.8121380450662,14,direction,0.0,1.0,5.0,348.2775714724697,354.2775714724697
36,/measure,-498.47909312540776,-402.8121380450662,16,direction,0.0,1.0,5.0,354.2775714724697,360.2775714724697
37,/clear,-515.2557109493055,-408.6166445131579,3,success,3.550477156367806,0.0,5.0,360.2775714724697,368.8280486288375
38,/measure,-573.2069571329823,-992.8235730062803,1,no_signal,117.41483419629894,1.0,5.0,368.8280486288375,492.24288282513646
39,/measure,-573.2069571329823,-992.8235730062803,2,no_signal,0.0,1.0,5.0,492.24288282513646,498.24288282513646
40,/measure,-573.2069571329823,-992.8235730062803,4,direction,0.0,1.0,5.0,498.24288282513646,504.24288282513646
41,/measure,-573.2069571329823,-992.8235730062803,6,no_signal,0.0,1.0,5.0,504.24288282513646,510.24288282513646
42,/measure,-573.2069571329823,-992.8235730062803,7,no_signal,0.0,1.0,5.0,510.24288282513646,516.2428828251365
43,/measure,-573.2069571329823,-992.8235730062803,9,no_signal,0.0,1.0,5.0,516.2428828251365,522.2428828251365
44,/measure,-573.2069571329823,-992.8235730062803,10,no_signal,0.0,1.0,5.0,522.2428828251365,528.2428828251365
45,/measure,-573.2069571329823,-992.8235730062803,11,no_signal,0.0,1.0,5.0,528.2428828251365,534.2428828251365
46,/measure,-573.2069571329823,-992.8235730062803,15,no_signal,0.0,1.0,5.0,534.2428828251365,540.2428828251365
47,/measure,-573.2069571329823,-992.8235730062803,17,no_signal,0.0,1.0,5.0,540.2428828251365,546.2428828251365
48,/measure,-573.2069571329823,-992.8235730062803,19,no_signal,0.0,1.0,5.0,546.2428828251365,552.2428828251365
49,/measure,-573.2069571329823,-992.8235730062803,18,no_signal,0.0,1.0,5.0,552.2428828251365,558.2428828251365
50,/measure,-573.2069571329823,-992.8235730062803,20,direction,0.0,1.0,5.0,558.2428828251365,564.2428828251365
51,/clear,-1098.5419743106727,-619.8863094091198,20,success,128.8501583782375,0.0,5.0,564.2428828251365,698.093041203374
52,/measure,-1098.5419743106727,-619.8863094091198,4,no_signal,0.0,1.0,5.0,698.093041203374,704.093041203374
53,/measure,-1146.4139142659794,3.3903695655990616e-12,1,no_signal,124.34641277141013,1.0,5.0,704.093041203374,834.4394539747841
54,/measure,-1146.4139142659794,3.3903695655990616e-12,2,no_signal,0.0,1.0,5.0,834.4394539747841,840.4394539747841
55,/measure,-1146.4139142659794,3.3903695655990616e-12,6,no_signal,0.0,1.0,5.0,840.4394539747841,846.4394539747841
56,/measure,-1146.4139142659794,3.3903695655990616e-12,7,no_signal,0.0,1.0,5.0,846.4394539747841,852.4394539747841
57,/measure,-1146.4139142659794,3.3903695655990616e-12,9,no_signal,0.0,1.0,5.0,852.4394539747841,858.4394539747841
58,/measure,-1146.4139142659794,3.3903695655990616e-12,10,no_signal,0.0,1.0,5.0,858.4394539747841,864.4394539747841
59,/measure,-1146.4139142659794,3.3903695655990616e-12,11,no_signal,0.0,1.0,5.0,864.4394539747841,870.4394539747841
60,/measure,-1146.4139142659794,3.3903695655990616e-12,15,no_signal,0.0,1.0,5.0,870.4394539747841,876.4394539747841
61,/measure,-1146.4139142659794,3.3903695655990616e-12,17,no_signal,0.0,1.0,5.0,876.4394539747841,882.4394539747841
