sequence,path,x,y,channel,result,movement_s,switch_s,operation_s,virtual_before_s,virtual_after_s
1,/enter,,,,success,0.0,0.0,0.0,0.0,0.0
2,/measure,0.0,0.0,1,no_signal,0.0,0.0,5.0,0.0,5.0
3,/measure,0.0,0.0,2,direction,0.0,1.0,5.0,5.0,11.0
4,/measure,0.0,0.0,3,no_signal,0.0,1.0,5.0,11.0,17.0
5,/measure,0.0,0.0,4,no_signal,0.0,1.0,5.0,17.0,23.0
6,/measure,0.0,0.0,5,direction,0.0,1.0,5.0,23.0,29.0
7,/measure,0.0,0.0,6,no_signal,0.0,1.0,5.0,29.0,35.0
8,/measure,0.0,0.0,7,no_signal,0.0,1.0,5.0,35.0,41.0
9,/measure,0.0,0.0,8,direction,0.0,1.0,5.0,41.0,47.0
10,/measure,0.0,0.0,9,no_signal,0.0,1.0,5.0,47.0,53.0
11,/measure,0.0,0.0,10,no_signal,0.0,1.0,5.0,53.0,59.0
12,/measure,0.0,0.0,11,direction,0.0,1.0,5.0,59.0,65.0
13,/measure,0.0,0.0,12,no_signal,0.0,1.0,5.0,65.0,71.0
14,/measure,0.0,0.0,13,direction,0.0,1.0,5.0,71.0,77.0
15,/measure,0.0,0.0,14,no_signal,0.0,1.0,5.0,77.0,83.0
16,/measure,0.0,0.0,15,direction,0.0,1.0,5.0,83.0,89.0
17,/measure,0.0,0.0,16,direction,0.0,1.0,5.0,89.0,95.0
18,/measure,0.0,0.0,17,direction,0.0,1.0,5.0,95.0,101.0
19,/measure,0.0,0.0,18,no_signal,0.0,1.0,5.0,101.0,107.0
20,/measure,0.0,0.0,19,direction,0.0,1.0,5.0,107.0,113.0
21,/measure,0.0,0.0,20,no_signal,0.0,1.0,5.0,113.0,119.0
22,/measure,-125.00000000000011,-216.50635094610962,2,direction,50.00000000000001,1.0,5.0,119.0,175.0
23,/measure,-125.00000000000011,-216.50635094610962,5,direction,0.0,1.0,5.0,175.0,181.0
24,/measure,-125.00000000000011,-216.50635094610962,8,no_signal,0.0,1.0,5.0,181.0,187.0
25,/measure,-125.00000000000011,-216.50635094610962,11,direction,0.0,1.0,5.0,187.0,193.0
26,/measure,-125.00000000000011,-216.50635094610962,13,direction,0.0,1.0,5.0,193.0,199.0
27,/measure,-125.00000000000011,-216.50635094610962,15,direction,0.0,1.0,5.0,199.0,205.0
28,/measure,-125.00000000000011,-216.50635094610962,16,direction,0.0,1.0,5.0,205.0,211.0
29,/measure,-125.00000000000011,-216.50635094610962,17,no_signal,0.0,1.0,5.0,211.0,217.0
30,/measure,-125.00000000000011,-216.50635094610962,19,direction,0.0,1.0,5.0,217.0,223.0
31,/measure,-154.02955856533887,-523.3192197503896,19,direction,61.636629283052386,0.0,5.0,223.0,289.6366292830524
32,/clear,-157.82592989467295,-593.6034665448394,19,success,14.077340349275241,0.0,5.0,289.6366292830524,308.71396963232763
33,/measure,-157.82592989467295,-593.6034665448394,2,direction,0.0,1.0,5.0,308.71396963232763,314.71396963232763
34,/measure,-157.82592989467295,-593.6034665448394,5,direction,0.0,1.0,5.0,314.71396963232763,320.71396963232763
35,/measure,-157.82592989467295,-593.6034665448394,8,no_signal,0.0,1.0,5.0,320.71396963232763,326.71396963232763
36,/measure,-157.82592989467295,-593.6034665448394,13,direction,0.0,1.0,5.0,326.71396963232763,332.71396963232763
37,/measure,-750.0000000000007,-1299.0381056766578,1,no_signal,184.20729186350343,1.0,5.0,332.71396963232763,522.921261495831
38,/measure,-750.0000000000007,-1299.0381056766578,3,no_signal,0.0,1.0,5.0,522.921261495831,528.921261495831
39,/measure,-750.0000000000007,-1299.0381056766578,4,no_signal,0.0,1.0,5.0,528.921261495831,534.921261495831
40,/measure,-750.0000000000007,-1299.0381056766578,6,no_signal,0.0,1.0,5.0,534.921261495831,540.921261495831
41,/measure,-750.0000000000007,-1299.0381056766578,7,direction,0.0,1.0,5.0,540.921261495831,546.921261495831
42,/measure,-750.0000000000007,-1299.0381056766578,9,no_signal,0.0,1.0,5.0,546.921261495831,552.921261495831
43,/measure,-750.0000000000007,-1299.0381056766578,10,no_signal,0.0,1.0,5.0,552.921261495831,558.921261495831
44,/measure,-750.0000000000007,-1299.0381056766578,12,no_signal,0.0,1.0,5.0,558.921261495831,564.921261495831
45,/measure,-750.0000000000007,-1299.0381056766578,14,no_signal,0.0,1.0,5.0,564.921261495831,570.921261495831
46,/measure,-750.0000000000007,-1299.0381056766578,18,direction,0.0,1.0,5.0,570.921261495831,576.921261495831
47,/measure,-750.0000000000007,-1299.0381056766578,20,no_signal,0.0,1.0,5.0,576.921261495831,582.921261495831
48,/measure,-750.0000000000007,-1299.0381056766578,5,direction,0.0,1.0,5.0,582.921261495831,588.921261495831
49,/measure,-993.275890150153,-1195.807899555547,7,direction,52.85437888544563,1.0,5.0,588.921261495831,647.7756403812766
50,/clear,-1007.2987840378761,-1217.5796871516131,7,success,5.179391038006534,0.0,5.0,647.7756403812766,657.9550314192832
51,/clear,-913.5173064456219,-309.90330009782696,2,success,182.5016590778726,0.0,5.0,657.9550314192832,845.4566904971557
52,/measure,-913.5173064456219,-309.90330009782696,11,no_signal,0.0,1.0,5.0,845.4566904971557,851.4566904971557
53,/measure,-913.5173064456219,-309.90330009782696,15,direction,0.0,1.0,5.0,851.4566904971557,857.4566904971557
54,/measure,-913.5173064456219,-309.90330009782696,16,direction,0.0,1.0,5.0,857.4566904971557,863.4566904971557
55,/measure,-913.5173064456219,-309.90330009782696,18,no_signal,0.0,1.0,5.0,863.4566904971557,869.4566904971557
56,/measure,-1500.0,1.8369701987210297e-13,1,no_signal,132.66529391673205,1.0,5.0,869.4566904971557,1008.1219844138877
57,/measure,-1500.0,1.8369701987210297e-13,3,no_signal,0.0,1.0,5.0,1008.1219844138877,1014.1219844138877
58,/measure,-1500.0,1.8369701987210297e-13,4,no_signal,0.0,1.0,5.0,1014.1219844138877,1020.1219844138877
59,/measure,-1500.0,1.8369701987210297e-13,6,no_signal,0.0,1.0,5.0,1020.1219844138877,1026.1219844138877
60,/measure,-1500.0,1.8369701987210297e-13,9,no_signal,0.0,1.0,5.0,1026.1219844138877,1032.1219844138877
61,/measure,-1500.0,1.8369701987210297e-13,10,direction,0.0,1.0,5.0,1032.1219844138877,1038.1219844138877
62,/measure,-1500.0,1.8369701987210297e-13,12,no_signal,0.0,1.0,5.0,1038.1219844138877,1044.1219844138877
