sequence,path,x,y,channel,result,movement_s,switch_s,operation_s,virtual_before_s,virtual_after_s
1,/enter,,,,success,0.0,0.0,0.0,0.0,0.0
2,/measure,0.0,0.0,1,no_signal,0.0,0.0,5.0,0.0,5.0
3,/measure,0.0,0.0,2,no_signal,0.0,1.0,5.0,5.0,11.0
4,/measure,0.0,0.0,3,no_signal,0.0,1.0,5.0,11.0,17.0
5,/measure,0.0,0.0,4,no_signal,0.0,1.0,5.0,17.0,23.0
6,/measure,0.0,0.0,5,no_signal,0.0,1.0,5.0,23.0,29.0
7,/measure,0.0,0.0,6,no_signal,0.0,1.0,5.0,29.0,35.0
8,/measure,0.0,0.0,7,no_signal,0.0,1.0,5.0,35.0,41.0
9,/measure,0.0,0.0,8,direction,0.0,1.0,5.0,41.0,47.0
10,/measure,0.0,0.0,9,no_signal,0.0,1.0,5.0,47.0,53.0
11,/measure,0.0,0.0,10,direction,0.0,1.0,5.0,53.0,59.0
12,/measure,0.0,0.0,11,no_signal,0.0,1.0,5.0,59.0,65.0
13,/measure,0.0,0.0,12,no_signal,0.0,1.0,5.0,65.0,71.0
14,/measure,0.0,0.0,13,no_signal,0.0,1.0,5.0,71.0,77.0
15,/measure,0.0,0.0,14,no_signal,0.0,1.0,5.0,77.0,83.0
16,/measure,0.0,0.0,15,no_signal,0.0,1.0,5.0,83.0,89.0
17,/measure,0.0,0.0,16,direction,0.0,1.0,5.0,89.0,95.0
18,/measure,0.0,0.0,17,no_signal,0.0,1.0,5.0,95.0,101.0
19,/measure,0.0,0.0,18,no_signal,0.0,1.0,5.0,101.0,107.0
20,/measure,0.0,0.0,19,no_signal,0.0,1.0,5.0,107.0,113.0
21,/measure,0.0,0.0,20,no_signal,0.0,1.0,5.0,113.0,119.0
22,/measure,-60.75112420745738,601.6055758672793,10,direction,120.933034032405,1.0,5.0,119.0,245.933034032405
23,/measure,-145.75225592347564,867.6277107110773,10,direction,55.85444248038135,0.0,5.0,245.933034032405,306.7874765127864
24,/clear,-160.35953297863662,884.8085337737216,10,success,4.510224934861336,0.0,5.0,306.7874765127864,316.29770144764774
25,/measure,-160.35953297863662,884.8085337737216,8,no_signal,0.0,1.0,5.0,316.29770144764774,322.29770144764774
26,/measure,-257.5249498770081,961.096197157623,1,no_signal,24.707023961302816,1.0,5.0,322.29770144764774,353.00472540895055
27,/measure,-257.5249498770081,961.096197157623,2,no_signal,0.0,1.0,5.0,353.00472540895055,359.00472540895055
28,/measure,-257.5249498770081,961.096197157623,3,no_signal,0.0,1.0,5.0,359.00472540895055,365.00472540895055
29,/measure,-257.5249498770081,961.096197157623,4,no_signal,0.0,1.0,5.0,365.00472540895055,371.00472540895055
30,/measure,-257.5249498770081,961.096197157623,5,no_signal,0.0,1.0,5.0,371.00472540895055,377.00472540895055
31,/measure,-257.5249498770081,961.096197157623,6,no_signal,0.0,1.0,5.0,377.00472540895055,383.00472540895055
32,/measure,-257.5249498770081,961.096197157623,7,direction,0.0,1.0,5.0,383.00472540895055,389.00472540895055
33,/measure,-257.5249498770081,961.096197157623,9,no_signal,0.0,1.0,5.0,389.00472540895055,395.00472540895055
34,/measure,-257.5249498770081,961.096197157623,11,direction,0.0,1.0,5.0,395.00472540895055,401.00472540895055
35,/measure,-257.5249498770081,961.096197157623,12,no_signal,0.0,1.0,5.0,401.00472540895055,407.00472540895055
36,/measure,-257.5249498770081,961.096197157623,13,no_signal,0.0,1.0,5.0,407.00472540895055,413.00472540895055
37,/measure,-257.5249498770081,961.096197157623,14,no_signal,0.0,1.0,5.0,413.00472540895055,419.00472540895055
38,/measure,-257.5249498770081,961.096197157623,15,no_signal,0.0,1.0,5.0,419.00472540895055,425.00472540895055
39,/measure,-257.5249498770081,961.096197157623,17,no_signal,0.0,1.0,5.0,425.00472540895055,431.00472540895055
40,/measure,-257.5249498770081,961.096197157623,18,no_signal,0.0,1.0,5.0,431.00472540895055,437.00472540895055
41,/measure,-257.5249498770081,961.096197157623,19,no_signal,0.0,1.0,5.0,437.00472540895055,443.00472540895055
42,/measure,-257.5249498770081,961.096197157623,20,no_signal,0.0,1.0,5.0,443.00472540895055,449.00472540895055
43,/measure,-257.5249498770081,961.096197157623,8,no_signal,0.0,1.0,5.0,449.00472540895055,455.00472540895055
44,/measure,-693.007724677211,1089.2819590253266,11,direction,90.79137331118805,1.0,5.0,455.00472540895055,551.7960987201386
45,/measure,-849.5017481645078,1093.0791736774204,11,direction,31.30801700929441,0.0,5.0,551.7960987201386,588.104115729433
46,/clear,-890.3566294707226,1092.586171503454,11,success,8.171571152938546,0.0,5.0,588.104115729433,601.2756868823716
47,/measure,-890.3566294707226,1092.586171503454,7,no_signal,0.0,1.0,5.0,601.2756868823716,607.2756868823716
48,/measure,-890.3566294707226,1092.586171503454,8,no_signal,0.0,1.0,5.0,607.2756868823716,613.2756868823716
49,/measure,-861.6952767655164,497.50000000000017,1,no_signal,119.15519705888285,1.0,5.0,613.2756868823716,738.4308839412545
50,/measure,-861.6952767655164,497.50000000000017,2,no_signal,0.0,1.0,5.0,738.4308839412545,744.4308839412545
51,/measure,-861.6952767655164,497.50000000000017,3,no_signal,0.0,1.0,5.0,744.4308839412545,750.4308839412545
52,/measure,-861.6952767655164,497.50000000000017,4,no_signal,0.0,1.0,5.0,750.4308839412545,756.4308839412545
53,/measure,-861.6952767655164,497.50000000000017,5,no_signal,0.0,1.0,5.0,756.4308839412545,762.4308839412545
54,/measure,-861.6952767655164,497.50000000000017,6,no_signal,0.0,1.0,5.0,762.4308839412545,768.4308839412545
55,/measure,-861.6952767655164,497.50000000000017,9,no_signal,0.0,1.0,5.0,768.4308839412545,774.4308839412545
56,/measure,-861.6952767655164,497.50000000000017,12,no_signal,0.0,1.0,5.0,774.4308839412545,780.4308839412545
57,/measure,-861.6952767655164,497.50000000000017,13,no_signal,0.0,1.0,5.0,780.4308839412545,786.4308839412545
58,/measure,-861.6952767655164,497.50000000000017,14,no_signal,0.0,1.0,5.0,786.4308839412545,792.4308839412545
59,/measure,-861.6952767655164,497.50000000000017,15,no_signal,0.0,1.0,5.0,792.4308839412545,798.4308839412545
60,/measure,-861.6952767655164,497.50000000000017,17,no_signal,0.0,1.0,5.0,798.4308839412545,804.4308839412545
61,/measure,-861.6952767655164,497.50000000000017,18,no_signal,0.0,1.0,5.0,804.4308839412545,810.4308839412545
