step,virtual_time_before,virtual_time_after,action_type,target_x,target_y,channel,policy_mode,reason_code,movement_distance,movement_time,switch_time,action_time
1,0.0,0.0,enter,,,,lifecycle,enter_exit,0.0,0.0,0.0,0.0
1,0.0,5.0,measure,0.0,0.0,1,certificate,q4_sparse25,0.0,0.0,0.0,5.0
1,5.0,11.0,measure,0.0,0.0,2,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,11.0,17.0,measure,0.0,0.0,3,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,17.0,23.0,measure,0.0,0.0,4,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,23.0,29.0,measure,0.0,0.0,5,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,29.0,35.0,measure,0.0,0.0,6,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,35.0,41.0,measure,0.0,0.0,7,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,41.0,47.0,measure,0.0,0.0,8,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,47.0,53.0,measure,0.0,0.0,9,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,53.0,59.0,measure,0.0,0.0,10,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,59.0,65.0,measure,0.0,0.0,11,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,65.0,71.0,measure,0.0,0.0,12,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,71.0,77.0,measure,0.0,0.0,13,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,77.0,83.0,measure,0.0,0.0,14,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,83.0,89.0,measure,0.0,0.0,15,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,89.0,95.0,measure,0.0,0.0,16,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,95.0,101.0,measure,0.0,0.0,17,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,101.0,107.0,measure,0.0,0.0,18,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,107.0,113.0,measure,0.0,0.0,19,certificate,q4_sparse25,0.0,0.0,1.0,5.0
1,113.0,119.0,measure,0.0,0.0,20,certificate,q4_sparse25,0.0,0.0,1.0,5.0
2,119.0,285.693782,measure,-222.70251330152226,-777.1908200529756,20,active_localization,nbv:opportunistic,808.468911,161.693782,0.0,5.0
2,285.693782,291.693782,measure,-222.70251330152226,-777.1908200529756,2,active_localization,nbv,0.0,0.0,1.0,5.0
2,291.693782,297.693782,measure,-222.70251330152226,-777.1908200529756,1,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
2,297.693782,303.693782,measure,-222.70251330152226,-777.1908200529756,3,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
2,303.693782,309.693782,measure,-222.70251330152226,-777.1908200529756,4,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
2,309.693782,315.693782,measure,-222.70251330152226,-777.1908200529756,5,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
2,315.693782,321.693782,measure,-222.70251330152226,-777.1908200529756,6,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
2,321.693782,327.693782,measure,-222.70251330152226,-777.1908200529756,7,active_localization,nbv:opportunistic,0.0,0.0,1.0,5.0
