step,virtual_time,x,y,channel,result,bearing_deg,status_before,status_after,svd_deg
1,5.0,0.0,0.0,1,direction,155.76,UNKNOWN,ACTIVE,155.76
1,11.0,0.0,0.0,2,no_signal,,UNKNOWN,UNKNOWN,
1,17.0,0.0,0.0,3,no_signal,,UNKNOWN,UNKNOWN,
1,23.0,0.0,0.0,4,no_signal,,UNKNOWN,UNKNOWN,
1,29.0,0.0,0.0,5,no_signal,,UNKNOWN,UNKNOWN,
1,35.0,0.0,0.0,6,direction,8.77,UNKNOWN,ACTIVE,8.77
1,41.0,0.0,0.0,7,direction,32.89,UNKNOWN,ACTIVE,32.89
1,47.0,0.0,0.0,8,direction,193.53,UNKNOWN,ACTIVE,193.53
1,53.0,0.0,0.0,9,no_signal,,UNKNOWN,UNKNOWN,
1,59.0,0.0,0.0,10,direction,137.44,UNKNOWN,ACTIVE,137.44
1,65.0,0.0,0.0,11,direction,40.79,UNKNOWN,ACTIVE,40.79
1,71.0,0.0,0.0,12,no_signal,,UNKNOWN,UNKNOWN,
1,77.0,0.0,0.0,13,no_signal,,UNKNOWN,UNKNOWN,
1,83.0,0.0,0.0,14,no_signal,,UNKNOWN,UNKNOWN,
1,89.0,0.0,0.0,15,no_signal,,UNKNOWN,UNKNOWN,
1,95.0,0.0,0.0,16,no_signal,,UNKNOWN,UNKNOWN,
1,101.0,0.0,0.0,17,direction,146.54,UNKNOWN,ACTIVE,146.54
1,107.0,0.0,0.0,18,no_signal,,UNKNOWN,UNKNOWN,
1,113.0,0.0,0.0,19,no_signal,,UNKNOWN,UNKNOWN,
1,119.0,0.0,0.0,20,no_signal,,UNKNOWN,UNKNOWN,
2,364.0,-600.0000000000006,-1039.2304845413262,20,no_signal,,UNKNOWN,UNKNOWN,
2,370.0,-600.0000000000006,-1039.2304845413262,2,no_signal,,UNKNOWN,UNKNOWN,
2,376.0,-600.0000000000006,-1039.2304845413262,3,no_signal,,UNKNOWN,UNKNOWN,
2,382.0,-600.0000000000006,-1039.2304845413262,4,no_signal,,UNKNOWN,UNKNOWN,
2,388.0,-600.0000000000006,-1039.2304845413262,5,no_signal,,UNKNOWN,UNKNOWN,
2,394.0,-600.0000000000006,-1039.2304845413262,9,direction,257.77,UNKNOWN,ACTIVE,257.77
2,400.0,-600.0000000000006,-1039.2304845413262,12,no_signal,,UNKNOWN,UNKNOWN,
2,406.0,-600.0000000000006,-1039.2304845413262,13,no_signal,,UNKNOWN,UNKNOWN,
2,412.0,-600.0000000000006,-1039.2304845413262,14,no_signal,,UNKNOWN,UNKNOWN,
2,418.0,-600.0000000000006,-1039.2304845413262,15,no_signal,,UNKNOWN,UNKNOWN,
2,424.0,-600.0000000000006,-1039.2304845413262,16,no_signal,,UNKNOWN,UNKNOWN,
2,430.0,-600.0000000000006,-1039.2304845413262,18,no_signal,,UNKNOWN,UNKNOWN,
2,436.0,-600.0000000000006,-1039.2304845413262,19,no_signal,,UNKNOWN,UNKNOWN,
3,681.0000000000001,600.0000000000001,-1039.2304845413264,19,no_signal,,UNKNOWN,UNKNOWN,
3,687.0000000000001,600.0000000000001,-1039.2304845413264,2,no_signal,,UNKNOWN,UNKNOWN,
3,693.0000000000001,600.0000000000001,-1039.2304845413264,3,no_signal,,UNKNOWN,UNKNOWN,
3,699.0000000000001,600.0000000000001,-1039.2304845413264,4,direction,6.24,UNKNOWN,ACTIVE,6.24
3,705.0000000000001,600.0000000000001,-1039.2304845413264,5,no_signal,,UNKNOWN,UNKNOWN,
3,711.0000000000001,600.0000000000001,-1039.2304845413264,12,no_signal,,UNKNOWN,UNKNOWN,
3,717.0000000000001,600.0000000000001,-1039.2304845413264,13,no_signal,,UNKNOWN,UNKNOWN,
3,723.0000000000001,600.0000000000001,-1039.2304845413264,14,no_signal,,UNKNOWN,UNKNOWN,
3,729.0000000000001,600.0000000000001,-1039.2304845413264,15,no_signal,,UNKNOWN,UNKNOWN,
3,735.0000000000001,600.0000000000001,-1039.2304845413264,16,no_signal,,UNKNOWN,UNKNOWN,
3,741.0000000000001,600.0000000000001,-1039.2304845413264,18,no_signal,,UNKNOWN,UNKNOWN,
3,747.0000000000001,600.0000000000001,-1039.2304845413264,20,no_signal,,UNKNOWN,UNKNOWN,
4,992.0000000000001,1200.0,0.0,20,no_signal,,UNKNOWN,UNKNOWN,
4,998.0000000000001,1200.0,0.0,2,direction,16.29,UNKNOWN,ACTIVE,16.29
4,1004.0000000000001,1200.0,0.0,3,no_signal,,UNKNOWN,UNKNOWN,
4,1010.0000000000001,1200.0,0.0,5,direction,12.62,UNKNOWN,ACTIVE,12.62
4,1016.0000000000001,1200.0,0.0,12,no_signal,,UNKNOWN,UNKNOWN,
4,1022.0000000000001,1200.0,0.0,13,no_signal,,UNKNOWN,UNKNOWN,
4,1028.0,1200.0,0.0,14,no_signal,,UNKNOWN,UNKNOWN,
4,1034.0,1200.0,0.0,15,no_signal,,UNKNOWN,UNKNOWN,
4,1040.0,1200.0,0.0,16,no_signal,,UNKNOWN,UNKNOWN,
4,1046.0,1200.0,0.0,18,no_signal,,UNKNOWN,UNKNOWN,
4,1052.0,1200.0,0.0,19,direction,62.09,UNKNOWN,ACTIVE,62.09
5,1298.0,600.0000000000001,1039.2304845413264,3,direction,22.13,UNKNOWN,ACTIVE,22.13
5,1304.0,600.0000000000001,1039.2304845413264,12,no_signal,,UNKNOWN,UNKNOWN,
5,1310.0,600.0000000000001,1039.2304845413264,13,no_signal,,UNKNOWN,UNKNOWN,
5,1316.0,600.0000000000001,1039.2304845413264,14,no_signal,,UNKNOWN,UNKNOWN,
5,1322.0,600.0000000000001,1039.2304845413264,15,no_signal,,UNKNOWN,UNKNOWN,
5,1328.0,600.0000000000001,1039.2304845413264,16,no_signal,,UNKNOWN,UNKNOWN,
5,1334.0,600.0000000000001,1039.2304845413264,18,no_signal,,UNKNOWN,UNKNOWN,
5,1340.0,600.0000000000001,1039.2304845413264,20,no_signal,,UNKNOWN,UNKNOWN,
6,1585.0,-599.9999999999998,1039.2304845413264,20,no_signal,,UNKNOWN,UNKNOWN,
6,1591.0,-599.9999999999998,1039.2304845413264,12,direction,60.79,UNKNOWN,ACTIVE,60.79
6,1597.0,-599.9999999999998,1039.2304845413264,13,no_signal,,UNKNOWN,UNKNOWN,
6,1603.0,-599.9999999999998,1039.2304845413264,14,no_signal,,UNKNOWN,UNKNOWN,
6,1609.0,-599.9999999999998,1039.2304845413264,15,direction,200.12,UNKNOWN,ACTIVE,200.12
6,1615.0,-599.9999999999998,1039.2304845413264,16,no_signal,,UNKNOWN,UNKNOWN,
6,1621.0,-599.9999999999998,1039.2304845413264,18,direction,162.61,UNKNOWN,ACTIVE,162.61
7,1627.0,-599.9999999999998,1039.2304845413264,1,direction,257.42,ACTIVE,ACTIVE,257.42
